Date (PST),Parameter ,Value (m)
2021-05-06 16:55,46,29.649
2021-05-06 17:00,46,29.653
2021-05-06 17:05,46,29.649
2021-05-06 17:10,46,29.642
2021-05-06 17:15,46,29.647
2021-05-06 17:20,46,29.648
2021-05-06 17:25,46,29.645
2021-05-06 17:30,46,29.648
2021-05-06 17:35,46,29.652
2021-05-06 17:40,46,29.645
2021-05-06 17:45,46,29.648
2021-05-06 17:50,46,29.648
2021-05-06 17:55,46,29.65
2021-05-06 18:00,46,29.656
2021-05-06 18:05,46,29.653
2021-05-06 18:10,46,29.654
2021-05-06 18:15,46,29.643
2021-05-06 18:20,46,29.651
2021-05-06 18:25,46,29.652
2021-05-06 18:30,46,29.653
2021-05-06 18:35,46,29.65
2021-05-06 18:40,46,29.649
2021-05-06 18:45,46,29.65
2021-05-06 18:50,46,29.652
2021-05-06 18:55,46,29.654
2021-05-06 19:00,46,29.656
2021-05-06 19:05,46,29.652
2021-05-06 19:10,46,29.654
2021-05-06 19:15,46,29.656
2021-05-06 19:20,46,29.662
2021-05-06 19:25,46,29.658
2021-05-06 19:30,46,29.658
2021-05-06 19:35,46,29.659
2021-05-06 19:40,46,29.656
2021-05-06 19:45,46,29.661
2021-05-06 19:50,46,29.662
2021-05-06 19:55,46,29.665
2021-05-06 20:00,46,29.662
2021-05-06 20:05,46,29.662
2021-05-06 20:10,46,29.664
2021-05-06 20:15,46,29.671
2021-05-06 20:20,46,29.663
2021-05-06 20:25,46,29.667
2021-05-06 20:30,46,29.666
2021-05-06 20:35,46,29.67
2021-05-06 20:40,46,29.671
2021-05-06 20:45,46,29.673
2021-05-06 20:50,46,29.673
2021-05-06 20:55,46,29.67
2021-05-06 21:00,46,29.67
2021-05-06 21:05,46,29.67
2021-05-06 21:10,46,29.668
2021-05-06 21:15,46,29.666
2021-05-06 21:20,46,29.672
2021-05-06 21:25,46,29.669
2021-05-06 21:30,46,29.671
2021-05-06 21:35,46,29.672
2021-05-06 21:40,46,29.672
2021-05-06 21:45,46,29.674
2021-05-06 21:50,46,29.675
2021-05-06 21:55,46,29.67
2021-05-06 22:00,46,29.679
2021-05-06 22:05,46,29.673
2021-05-06 22:10,46,29.672
2021-05-06 22:15,46,29.674
2021-05-06 22:20,46,29.684
2021-05-06 22:25,46,29.681
2021-05-06 22:30,46,29.677
2021-05-06 22:35,46,29.675
2021-05-06 22:40,46,29.665
2021-05-06 22:45,46,29.66
2021-05-06 22:50,46,29.654
2021-05-06 22:55,46,29.657
2021-05-06 23:00,46,29.65
2021-05-06 23:05,46,29.644
2021-05-06 23:10,46,29.645
2021-05-06 23:15,46,29.644
2021-05-06 23:20,46,29.651
2021-05-06 23:25,46,29.648
2021-05-06 23:30,46,29.642
2021-05-06 23:35,46,29.638
2021-05-06 23:40,46,29.63
2021-05-06 23:45,46,29.641
2021-05-06 23:50,46,29.64
2021-05-06 23:55,46,29.642
2021-05-07 0:00,46,29.646
2021-05-07 0:05,46,29.651
2021-05-07 0:10,46,29.644
2021-05-07 0:15,46,29.617
2021-05-07 0:20,46,29.625
2021-05-07 0:25,46,29.631
2021-05-07 0:30,46,29.635
2021-05-07 0:35,46,29.641
2021-05-07 0:40,46,29.642
2021-05-07 0:45,46,29.633
2021-05-07 0:50,46,29.636
2021-05-07 0:55,46,29.638
2021-05-07 1:00,46,29.646
2021-05-07 1:05,46,29.648
2021-05-07 1:10,46,29.648
2021-05-07 1:15,46,29.646
2021-05-07 1:20,46,29.646
2021-05-07 1:25,46,29.655
2021-05-07 1:30,46,29.657
2021-05-07 1:35,46,29.658
2021-05-07 1:40,46,29.659
2021-05-07 1:45,46,29.666
2021-05-07 1:50,46,29.665
2021-05-07 1:55,46,29.656
2021-05-07 2:00,46,29.666
2021-05-07 2:05,46,29.67
2021-05-07 2:10,46,29.665
2021-05-07 2:15,46,29.666
2021-05-07 2:20,46,29.673
2021-05-07 2:25,46,29.668
2021-05-07 2:30,46,29.663
2021-05-07 2:35,46,29.667
2021-05-07 2:40,46,29.677
2021-05-07 2:45,46,29.681
2021-05-07 2:50,46,29.678
2021-05-07 2:55,46,29.681
2021-05-07 3:00,46,29.674
2021-05-07 3:05,46,29.676
2021-05-07 3:10,46,29.679
2021-05-07 3:15,46,29.687
2021-05-07 3:20,46,29.691
2021-05-07 3:25,46,29.685
2021-05-07 3:30,46,29.678
2021-05-07 3:35,46,29.681
2021-05-07 3:40,46,29.685
2021-05-07 3:45,46,29.684
2021-05-07 3:50,46,29.685
2021-05-07 3:55,46,29.684
2021-05-07 4:00,46,29.683
2021-05-07 4:05,46,29.677
2021-05-07 4:10,46,29.674
2021-05-07 4:15,46,29.676
2021-05-07 4:20,46,29.674
2021-05-07 4:25,46,29.675
2021-05-07 4:30,46,29.671
2021-05-07 4:35,46,29.671
2021-05-07 4:40,46,29.664
2021-05-07 4:45,46,29.662
2021-05-07 4:50,46,29.665
2021-05-07 4:55,46,29.664
2021-05-07 5:00,46,29.671
2021-05-07 5:05,46,29.668
2021-05-07 5:10,46,29.668
2021-05-07 5:15,46,29.664
2021-05-07 5:20,46,29.664
2021-05-07 5:25,46,29.668
2021-05-07 5:30,46,29.674
2021-05-07 5:35,46,29.674
2021-05-07 5:40,46,29.668
2021-05-07 5:45,46,29.667
2021-05-07 5:50,46,29.662
2021-05-07 5:55,46,29.663
2021-05-07 6:00,46,29.668
2021-05-07 6:05,46,29.665
2021-05-07 6:10,46,29.672
2021-05-07 6:15,46,29.659
2021-05-07 6:20,46,29.672
2021-05-07 6:25,46,29.677
2021-05-07 6:30,46,29.68
2021-05-07 6:35,46,29.681
2021-05-07 6:40,46,29.68
2021-05-07 6:45,46,29.682
2021-05-07 6:50,46,29.681
2021-05-07 6:55,46,29.686
2021-05-07 7:00,46,29.688
2021-05-07 7:05,46,29.686
2021-05-07 7:10,46,29.685
2021-05-07 7:15,46,29.688
2021-05-07 7:20,46,29.692
2021-05-07 7:25,46,29.689
2021-05-07 7:30,46,29.691
2021-05-07 7:35,46,29.689
2021-05-07 7:40,46,29.695
2021-05-07 7:45,46,29.696
2021-05-07 7:50,46,29.697
2021-05-07 7:55,46,29.7
2021-05-07 8:00,46,29.691
2021-05-07 8:05,46,29.69
2021-05-07 8:10,46,29.692
2021-05-07 8:15,46,29.699
2021-05-07 8:20,46,29.689
2021-05-07 8:25,46,29.696
2021-05-07 8:30,46,29.698
2021-05-07 8:35,46,29.7
2021-05-07 8:40,46,29.698
2021-05-07 8:45,46,29.693
2021-05-07 8:50,46,29.706
2021-05-07 8:55,46,29.709
2021-05-07 9:00,46,29.703
2021-05-07 9:05,46,29.699
2021-05-07 9:10,46,29.699
2021-05-07 9:15,46,29.699
2021-05-07 9:20,46,29.699
2021-05-07 9:25,46,29.699
2021-05-07 9:30,46,29.701
2021-05-07 9:35,46,29.693
2021-05-07 9:40,46,29.691
2021-05-07 9:45,46,29.696
2021-05-07 9:50,46,29.698
2021-05-07 9:55,46,29.697
2021-05-07 10:00,46,29.696
2021-05-07 10:05,46,29.701
2021-05-07 10:10,46,29.703
2021-05-07 10:15,46,29.702
2021-05-07 10:20,46,29.701
2021-05-07 10:25,46,29.697
2021-05-07 10:30,46,29.699
2021-05-07 10:35,46,29.698
2021-05-07 10:40,46,29.702
2021-05-07 10:45,46,29.693
2021-05-07 10:50,46,29.701
2021-05-07 10:55,46,29.699
2021-05-07 11:00,46,29.698
2021-05-07 11:05,46,29.698
2021-05-07 11:10,46,29.696
2021-05-07 11:15,46,29.695
2021-05-07 11:20,46,29.695
2021-05-07 11:25,46,29.697
2021-05-07 11:30,46,29.697
2021-05-07 11:35,46,29.698
2021-05-07 11:40,46,29.704
2021-05-07 11:45,46,29.706
2021-05-07 11:50,46,29.705
2021-05-07 11:55,46,29.702
2021-05-07 12:00,46,29.703
2021-05-07 12:05,46,29.709
2021-05-07 12:10,46,29.711
2021-05-07 12:15,46,29.705
2021-05-07 12:20,46,29.705
2021-05-07 12:25,46,29.703
2021-05-07 12:30,46,29.703
2021-05-07 12:35,46,29.706
2021-05-07 12:40,46,29.71
2021-05-07 12:45,46,29.708
2021-05-07 12:50,46,29.708
2021-05-07 12:55,46,29.711
2021-05-07 13:00,46,29.71
2021-05-07 13:05,46,29.71
2021-05-07 13:10,46,29.714
2021-05-07 13:15,46,29.716
2021-05-07 13:20,46,29.718
2021-05-07 13:25,46,29.719
2021-05-07 13:30,46,29.72
2021-05-07 13:35,46,29.718
2021-05-07 13:40,46,29.716
2021-05-07 13:45,46,29.719
2021-05-07 13:50,46,29.72
2021-05-07 13:55,46,29.717
2021-05-07 14:00,46,29.719
2021-05-07 14:05,46,29.72
2021-05-07 14:10,46,29.718
2021-05-07 14:15,46,29.717
2021-05-07 14:20,46,29.706
2021-05-07 14:25,46,29.716
2021-05-07 14:30,46,29.716
2021-05-07 14:35,46,29.718
2021-05-07 14:40,46,29.716
2021-05-07 14:45,46,29.716
2021-05-07 14:50,46,29.717
2021-05-07 14:55,46,29.714
2021-05-07 15:00,46,29.717
2021-05-07 15:05,46,29.718
2021-05-07 15:10,46,29.702
2021-05-07 15:15,46,29.712
2021-05-07 15:20,46,29.719
2021-05-07 15:25,46,29.724
2021-05-07 15:30,46,29.72
2021-05-07 15:35,46,29.712
2021-05-07 15:40,46,29.714
2021-05-07 15:45,46,29.714
2021-05-07 15:50,46,29.713
2021-05-07 15:55,46,29.717
2021-05-07 16:00,46,29.721
2021-05-07 16:05,46,29.72
2021-05-07 16:10,46,29.715
2021-05-07 16:15,46,29.719
2021-05-07 16:20,46,29.719
2021-05-07 16:25,46,29.717
2021-05-07 16:30,46,29.715
2021-05-07 16:35,46,29.72
2021-05-07 16:40,46,29.723
2021-05-07 16:45,46,29.721
2021-05-07 16:50,46,29.724
2021-05-07 16:55,46,29.731
2021-05-07 17:00,46,29.736
2021-05-07 17:05,46,29.731
2021-05-07 17:10,46,29.727
2021-05-07 17:15,46,29.735
2021-05-07 17:20,46,29.736
2021-05-07 17:25,46,29.738
2021-05-07 17:30,46,29.737
2021-05-07 17:35,46,29.739
2021-05-07 17:40,46,29.744
2021-05-07 17:45,46,29.742
2021-05-07 17:50,46,29.748
2021-05-07 17:55,46,29.745
2021-05-07 18:00,46,29.741
2021-05-07 18:05,46,29.738
2021-05-07 18:10,46,29.744
2021-05-07 18:15,46,29.752
2021-05-07 18:20,46,29.75
2021-05-07 18:25,46,29.746
2021-05-07 18:30,46,29.746
2021-05-07 18:35,46,29.754
2021-05-07 18:40,46,29.754
2021-05-07 18:45,46,29.755
2021-05-07 18:50,46,29.75
2021-05-07 18:55,46,29.75
2021-05-07 19:00,46,29.75
2021-05-07 19:05,46,29.753
2021-05-07 19:10,46,29.755
2021-05-07 19:15,46,29.751
2021-05-07 19:20,46,29.75
2021-05-07 19:25,46,29.749
2021-05-07 19:30,46,29.75
2021-05-07 19:35,46,29.751
2021-05-07 19:40,46,29.748
2021-05-07 19:45,46,29.751
2021-05-07 19:50,46,29.753
2021-05-07 19:55,46,29.75
2021-05-07 20:00,46,29.747
2021-05-07 20:05,46,29.75
2021-05-07 20:10,46,29.75
2021-05-07 20:15,46,29.749
2021-05-07 20:20,46,29.751
2021-05-07 20:25,46,29.748
2021-05-07 20:30,46,29.747
2021-05-07 20:35,46,29.752
2021-05-07 20:40,46,29.751
2021-05-07 20:45,46,29.75
2021-05-07 20:50,46,29.748
2021-05-07 20:55,46,29.743
2021-05-07 21:00,46,29.747
2021-05-07 21:05,46,29.745
2021-05-07 21:10,46,29.744
2021-05-07 21:15,46,29.74
2021-05-07 21:20,46,29.739
2021-05-07 21:25,46,29.738
2021-05-07 21:30,46,29.742
2021-05-07 21:35,46,29.746
2021-05-07 21:40,46,29.75
2021-05-07 21:45,46,29.749
2021-05-07 21:50,46,29.751
2021-05-07 21:55,46,29.756
2021-05-07 22:00,46,29.757
2021-05-07 22:05,46,29.757
2021-05-07 22:10,46,29.757
2021-05-07 22:15,46,29.758
2021-05-07 22:20,46,29.758
2021-05-07 22:25,46,29.761
2021-05-07 22:30,46,29.764
2021-05-07 22:35,46,29.767
2021-05-07 22:40,46,29.763
2021-05-07 22:45,46,29.76
2021-05-07 22:50,46,29.763
2021-05-07 22:55,46,29.767
2021-05-07 23:00,46,29.768
2021-05-07 23:05,46,29.767
2021-05-07 23:10,46,29.768
2021-05-07 23:15,46,29.76
2021-05-07 23:20,46,29.768
2021-05-07 23:25,46,29.773
2021-05-07 23:30,46,29.775
2021-05-07 23:35,46,29.774
2021-05-07 23:40,46,29.771
2021-05-07 23:45,46,29.776
2021-05-07 23:50,46,29.777
2021-05-07 23:55,46,29.774
2021-05-08 0:00,46,29.775
2021-05-08 0:05,46,29.774
2021-05-08 0:10,46,29.778
2021-05-08 0:15,46,29.779
2021-05-08 0:20,46,29.778
2021-05-08 0:25,46,29.774
2021-05-08 0:30,46,29.772
2021-05-08 0:35,46,29.768
2021-05-08 0:40,46,29.775
2021-05-08 0:45,46,29.779
2021-05-08 0:50,46,29.779
2021-05-08 0:55,46,29.776
2021-05-08 1:00,46,29.777
2021-05-08 1:05,46,29.779
2021-05-08 1:10,46,29.775
2021-05-08 1:15,46,29.773
2021-05-08 1:20,46,29.777
2021-05-08 1:25,46,29.78
2021-05-08 1:30,46,29.778
2021-05-08 1:35,46,29.776
2021-05-08 1:40,46,29.777
2021-05-08 1:45,46,29.779
2021-05-08 1:50,46,29.781
2021-05-08 1:55,46,29.779
2021-05-08 2:00,46,29.777
2021-05-08 2:05,46,29.773
2021-05-08 2:10,46,29.777
2021-05-08 2:15,46,29.778
2021-05-08 2:20,46,29.78
2021-05-08 2:25,46,29.776
2021-05-08 2:30,46,29.775
2021-05-08 2:35,46,29.777
2021-05-08 2:40,46,29.779
2021-05-08 2:45,46,29.774
2021-05-08 2:50,46,29.774
2021-05-08 2:55,46,29.776
2021-05-08 3:00,46,29.781
2021-05-08 3:05,46,29.782
2021-05-08 3:10,46,29.785
2021-05-08 3:15,46,29.782
2021-05-08 3:20,46,29.781
2021-05-08 3:25,46,29.782
2021-05-08 3:30,46,29.783
2021-05-08 3:35,46,29.783
2021-05-08 3:40,46,29.782
2021-05-08 3:45,46,29.783
2021-05-08 3:50,46,29.784
2021-05-08 3:55,46,29.786
2021-05-08 4:00,46,29.784
2021-05-08 4:05,46,29.784
2021-05-08 4:10,46,29.787
2021-05-08 4:15,46,29.789
2021-05-08 4:20,46,29.785
2021-05-08 4:25,46,29.787
2021-05-08 4:30,46,29.79
2021-05-08 4:35,46,29.791
2021-05-08 4:40,46,29.793
2021-05-08 4:45,46,29.796
2021-05-08 4:50,46,29.792
2021-05-08 4:55,46,29.791
2021-05-08 5:00,46,29.793
2021-05-08 5:05,46,29.796
2021-05-08 5:10,46,29.793
2021-05-08 5:15,46,29.796
2021-05-08 5:20,46,29.795
2021-05-08 5:25,46,29.799
2021-05-08 5:30,46,29.799
2021-05-08 5:35,46,29.798
2021-05-08 5:40,46,29.8
2021-05-08 5:45,46,29.8
2021-05-08 5:50,46,29.8
2021-05-08 5:55,46,29.799
2021-05-08 6:00,46,29.801
2021-05-08 6:05,46,29.801
2021-05-08 6:10,46,29.8
2021-05-08 6:15,46,29.806
2021-05-08 6:20,46,29.805
2021-05-08 6:25,46,29.807
2021-05-08 6:30,46,29.804
2021-05-08 6:35,46,29.803
2021-05-08 6:40,46,29.805
2021-05-08 6:45,46,29.809
2021-05-08 6:50,46,29.808
2021-05-08 6:55,46,29.805
2021-05-08 7:00,46,29.799
2021-05-08 7:05,46,29.801
2021-05-08 7:10,46,29.802
2021-05-08 7:15,46,29.805
2021-05-08 7:20,46,29.807
2021-05-08 7:25,46,29.805
2021-05-08 7:30,46,29.806
2021-05-08 7:35,46,29.804
2021-05-08 7:40,46,29.805
2021-05-08 7:45,46,29.806
2021-05-08 7:50,46,29.81
2021-05-08 7:55,46,29.81
2021-05-08 8:00,46,29.81
2021-05-08 8:05,46,29.808
2021-05-08 8:10,46,29.807
2021-05-08 8:15,46,29.806
2021-05-08 8:20,46,29.804
2021-05-08 8:25,46,29.807
2021-05-08 8:30,46,29.81
2021-05-08 8:35,46,29.815
2021-05-08 8:40,46,29.817
2021-05-08 8:45,46,29.817
2021-05-08 8:50,46,29.82
2021-05-08 8:55,46,29.816
2021-05-08 9:00,46,29.816
2021-05-08 9:05,46,29.816
2021-05-08 9:10,46,29.823
2021-05-08 9:15,46,29.821
2021-05-08 9:20,46,29.828
2021-05-08 9:25,46,29.832
2021-05-08 9:30,46,29.834
2021-05-08 9:35,46,29.833
2021-05-08 9:40,46,29.832
2021-05-08 9:45,46,29.838
2021-05-08 9:50,46,29.839
2021-05-08 9:55,46,29.84
2021-05-08 10:00,46,29.84
2021-05-08 10:05,46,29.843
2021-05-08 10:10,46,29.846
2021-05-08 10:15,46,29.838
2021-05-08 10:20,46,29.849
2021-05-08 10:25,29.849,
